work_item,predictions
WI_006396,-63828324056040.445
WI_006400,-63828324056039.664
WI_006411,-63828324055866.93
WI_006417,-63828324055852.94
WI_006477,-63828324055915.83
WI_006524,-63828324056055.94
WI_006548,-63828324056042.86
WI_006555,-63828324056042.86
WI_006558,-63828324056054.58
WI_006572,-63828324056051.91
WI_006610,-63828324056050.83
WI_006611,-63828324055816.46
WI_006615,-63828324056004.42
WI_006653,-63828324056036.805
WI_006654,-63828324056023.39
WI_006660,-63828324056075.37
WI_006724,-63828324055826.77
WI_006732,-63828324056042.86
WI_006751,-63828324056028.305
WI_006752,-63828324056029.19
WI_006769,-63828324055948.6
WI_006785,-63828324056049.305
WI_006789,-63828324056021.48
WI_006825,-63828324056001.21
WI_006853,-63828324056045.43
WI_006875,-63828324055971.164
WI_006880,-63828324056042.86
WI_006881,-63828324056042.86
WI_006891,-63828324055944.055
WI_006897,-63828324056052.49
WI_006900,-63828324056045.266
WI_006902,-63828324055912.016
WI_006908,-63828324056011.96
WI_006911,-63828324056021.88
WI_006940,-63828324056048.88
WI_006947,-63828324056045.92
WI_006953,-63828324055998.93
WI_006955,-63828324055975.26
WI_006956,-63828324056007.81
WI_006988,-63828324056024.29
WI_006996,-63828324056022.836
WI_007001,-63828324056049.93
WI_007018,-63828324056000.91
WI_007022,-63828324056054.75
WI_007023,-63828324056050.25
WI_007028,-63828324056048.94
WI_007029,-63828324056048.94
WI_007063,-63828324056047.984
WI_007072,-63828324056044.62
WI_007085,-63828324056022.086
WI_007107,-63828324056053.52
WI_007118,-63828324056069.09
WI_007120,-63828324056005.805
WI_007137,-63828324056015.92
WI_007146,-63828324055758.6
WI_007152,-63828324056033.52
WI_007154,-63828324056032.74
WI_007168,-63828324056045.43
WI_007174,-63828324055905.95
WI_007187,-63828324056031.05
WI_007194,-63828324056042.86
WI_007197,-63828324056045.266
WI_007198,-63828324056013.44
WI_007240,-63828324055949.94
WI_007246,-63828324056036.164
WI_007247,-63828324055996.984
WI_007248,-63828324056040.68
WI_007252,-63828324056046.62
WI_007260,-63828324056042.86
WI_007271,-60738587964374.7
WI_007300,-63828324055924.64
WI_007302,-63828324056021.07
WI_007305,-63828324056038.37
WI_007306,-63828324056017.5
WI_007328,-63828324056036.516
WI_007336,-63828324055951.45
WI_007341,-63828324055968.74
WI_007351,-63828324056046.62
WI_007352,-63828324056046.62
WI_007357,-63828324055905.68
WI_007366,-63828324056003.29
WI_007372,-63828324056038.586
WI_007429,-63828324056045.44
WI_007436,-63828324056041.65
WI_007444,-62915757319513.87
WI_007453,-63828324055993.12
WI_007457,-63828324056043.305
WI_007459,-63828324056046.45
WI_007485,-63828324056042.86
WI_007515,-63828324056005.9
WI_007530,-63828324056005.9
WI_007587,-63828324055955.44
WI_007588,-63828324056046.62
WI_007600,-63828324056005.9
WI_007606,-63828324056042.86
WI_007607,-63828324056042.86
WI_007608,-63828324056004.55
WI_007609,-63828324056042.86
WI_007610,-63828324056042.86
WI_007611,-63828324056042.86
WI_007612,-63828324056042.86
WI_007631,-63828324055885.43
WI_007635,-63828324055970.69
WI_007647,-63828324056045.71
WI_007650,-63828324056049.31
WI_007672,-63828324055987.28
WI_007676,-63828324056020.336
WI_007691,-63828324056010.09
WI_007697,-63828324055984.13
WI_007716,-63828324056049.15
WI_007728,-63828324055923.87
WI_007730,-63828324055955.22
WI_007753,-63828324056046.62
WI_007757,-63828324056020.57
WI_007758,-63828324056005.734
WI_007759,-63828324056011.86
WI_007763,-63828324056050.83
WI_007794,-63828324056016.49
WI_007846,-63828324056028.08
WI_007847,-63828324055938.49
WI_007848,-63828324055938.49
WI_007849,-63828324055938.49
WI_007852,-63828324056001.11
WI_007884,-63828324056019.79
WI_007890,-63828324056025.79
WI_007892,-63828324055996.984
WI_007897,-63828324056049.93
WI_007899,-63828324056044.41
WI_007904,-63828324055969.336
WI_007922,-63828324056041.266
WI_007926,-63828324055973.22
WI_007947,-63828324055990.22
WI_007954,-63828324056046.62
WI_007955,-63828324056045.44
WI_007957,-63828324056049.195
WI_007959,-63828324056011.96
WI_007976,-63828324056046.62
WI_007988,-63828324055974.03
WI_007990,-63828324056041.29
WI_007998,-63828324056015.89
WI_008010,-63828324056005.4
WI_008020,-63828324056046.62
WI_008026,-63828324056053.68
WI_008030,-63828324055987.28
WI_008041,-63828324056046.45
WI_008042,-63828324056049.195
WI_008044,-63828324056046.45
WI_008045,-63828324055987.28
WI_008065,-63828324056046.62
WI_008069,-63828324056025.95
WI_008139,-63828324056020.57
WI_008169,-63828324056006.6
WI_008179,-63828324056057.91
WI_008181,-63828324056031.914
WI_008185,-63828324056048.7
WI_008200,-63828324056010.06
WI_008220,-63828324056046.62
WI_008230,-63828324056054.43
WI_008246,-63828324056042.86
WI_008254,-63828324055935.31
WI_008290,-63828324056060.01
WI_008294,-63828324055995.16
WI_008372,-63828324056015.8
WI_008458,-63828324055988.734
WI_008519,-63828324056049.15
WI_008530,-63828324055968.75
WI_008534,-63828324056021.22
WI_008541,-63828324056040.47
WI_008567,-63828324055998.88
WI_008569,-63828324056046.79
WI_008599,-63828324056000.93
WI_008603,-63828324055984.9
WI_008623,-63828324056045.44
WI_008647,-63828324055918.92
WI_008667,-63828324056032.52
WI_008697,-63828324056025.09
WI_008700,-63828324056011.07
WI_008701,-63828324056021.695
WI_008707,-63828324056044.78
WI_008712,-63828324056017.734
WI_008721,-63828324056041.67
WI_008722,-63828324056041.67
WI_008735,-63828324055976.33
WI_008739,-63828324055996.43
WI_008765,-63828324056035.15
WI_008774,-63828324056042.07
WI_008778,-63828324055930.07
WI_008806,-63828324056042.07
WI_008811,-63828324056042.07
WI_008812,-63828324055998.15
WI_008833,-63828324056041.67
WI_008834,-63828324056059.43
WI_008852,-63828324056040.61
WI_008860,-63828324056046.62
WI_008871,-63828324055947.6
WI_008887,-63828324056033.96
WI_008904,-63828324056015.484
WI_008912,-63828324056046.62
WI_008925,-63828324055997.33
WI_008944,-63828324055919.54
WI_008948,-63828324056042.86
WI_008950,-63828324055919.19
WI_008964,-63828324056048.85
WI_008999,-63828324055967.46
WI_009020,-63828324055952.03
WI_009021,-63828324055952.03
WI_009025,-63828324055994.62
WI_009051,-63828324056042.86
WI_009052,-63828324056042.86
WI_009053,-63828324056042.86
WI_009054,-63828324056045.266
WI_009065,-63828324056043.336
WI_009067,-63828324056043.336
WI_009094,-63828324056033.96
WI_009096,-63828324055991.45
WI_009099,-63828324056051.42
WI_009100,-63828324055932.266
WI_009101,-63828324055963.914
WI_009102,-63828324056029.31
WI_009111,-63828324055993.484
WI_009119,-63828324056042.86
WI_009129,-63828324056043.266
WI_009137,-63828324056052.52
WI_009141,-63828324056048.7
WI_009147,-63828324056049.15
WI_009160,-63828324056049.93
WI_009166,-63828324056045.44
WI_009169,-63828324055918.17
WI_009171,-63828324056033.96
WI_009175,-63828324056022.836
WI_009182,-63828324055989.17
WI_009197,-63828324056051.91
WI_009203,-63828324056021.48
WI_009213,-63828324055896.8
WI_009217,-63828324056046.62
WI_009218,-63828324056031.05
WI_009219,-63828324056038.56
WI_009221,-63828324056042.45
WI_009238,-63828324055968.875
WI_009239,-63828324056077.484
WI_009254,-63828324056041.65
WI_009258,-63828324056003.13
WI_009268,-63828324055976.33
WI_009271,-63828324056049.31
WI_009287,-63828324056043.336
WI_009300,-63828324056041.07
WI_009353,-63828324055944.91
WI_009357,-63828324055891.625
WI_009370,-63828324056048.7
WI_009387,-63828324056048.74
WI_009388,-63055890033080.805
WI_009398,-63828324056045.664
WI_009404,-63828324056009.25
WI_009417,-63828324056045.83
WI_009438,-63828324056030.625
WI_009451,-63828324056049.05
WI_009459,-63828324056043.766
WI_009461,-63828324055910.76
WI_009467,-63828324056042.86
WI_009468,-63828324056042.86
WI_009470,-63828324055957.4
WI_009486,-63055890033108.61
WI_009487,-63828324056051.91
WI_009488,-63828324056051.91
WI_009489,-63828324056051.91
WI_009513,-63828324056019.586
WI_009521,-63828324055942.19
WI_009528,-63828324056049.28
WI_009536,-63828324056056.984
WI_009543,-63828324056049.21
WI_009554,-63828324055992.41
WI_009557,-63828324056049.28
WI_009561,-63828324056049.15
WI_009583,-63828324056028.305
WI_009586,-63828324056049.93
WI_009597,-63828324056051.97
WI_009598,-63828324056050.66
WI_009611,-63828324055997.24
WI_009616,-63828324056036.19
WI_009681,-63828324055964.87
WI_009682,-63828324055891.31
WI_009683,-63828324055964.87
WI_009688,-63828324055998.45
WI_009707,-63828324056043.72
WI_009708,-63828324056022.67
WI_009714,-63828324056052.336
WI_009715,-63828324055989.53
WI_009727,-63828324056042.55
WI_009732,-63828324056042.86
WI_009734,-63828324056042.86
WI_009735,-63828324056049.93
WI_009738,-63828324056046.74
WI_009739,-63828324056042.86
WI_009758,-63828324056048.5
WI_009763,-63828324056049.93
WI_009770,-63828324056020.95
WI_009833,-63828324056051.23
WI_009838,-63828324056051.27
WI_009839,-63828324056030.19
WI_009846,-63828324056042.86
WI_009854,-63828324056048.7
WI_009858,-63828324056021.42
WI_009861,-63828324056028.305
WI_009876,-63828324055982.63
WI_009886,-63828324056049.28
WI_009887,-63828324056048.5
WI_009922,-63087693398884.91
WI_009931,-63828324056015.55
WI_009937,-63828324055977.28
WI_009938,-63828324055956.29
WI_009941,-63828324056044.52
WI_009950,-63828324055960.984
WI_009953,-63828324056021.81
WI_009983,-63828324056050.94
WI_009989,-63828324056025.33
WI_009997,-63828324056019.3
WI_010008,-63828324056046.62
WI_010026,-63828324056049.98
WI_010036,-63828324055917.49
WI_010039,-63828324055997.914
WI_010040,-63828324055917.43
WI_010041,-63828324055939.51
WI_010042,-63828324055952.0
WI_010043,-63828324055926.18
WI_010045,-63828324055997.914
WI_010046,-63828324055997.914
WI_010047,-63828324055959.49
WI_010076,-63828324056046.45
WI_010079,-63828324056018.96
WI_010088,-63828324056045.44
WI_010105,-63828324056051.27
WI_010123,-63828324056031.45
WI_010125,-63828324055983.65
WI_010127,-63828324055989.43
WI_010147,-63828324056016.64
WI_010148,-63828324056040.46
WI_010162,-63828324055978.914
WI_010165,-63828324056049.195
WI_010171,-63828324056031.266
WI_010192,-63828324055968.02
WI_010202,-63828324056052.74
WI_010210,-63828324056048.7
WI_010214,-63828324055972.58
WI_010217,-63828324056049.93
WI_010221,-63828324056035.586
WI_010225,-63828324056010.6
WI_010228,-63828324056054.36
WI_010245,-63828324055986.48
WI_010257,-63828324056049.695
WI_010259,-63828324056048.7
WI_010269,-63828324056009.57
WI_010277,-63828324056021.78
WI_010279,-63828324056076.35
WI_010289,-63828324056041.34
WI_010291,-63828324056049.93
WI_010302,-63828324056020.69
WI_010310,-63828324056052.8
WI_010322,-63828324055962.83
WI_010324,-63828324055996.71
WI_010347,-63828324055996.07
WI_010352,-63828324056006.414
WI_010353,-63828324056041.25
WI_010354,-63828324056042.86
WI_010355,-63828324056045.664
WI_010359,-63828324056055.94
WI_010373,-63828324056042.86
WI_010376,-63828324056049.195
WI_010385,-63828324056016.3
WI_010389,-63828324056046.45
WI_010392,-63828324056042.86
WI_010393,-63828324056046.79
WI_010403,-63828324056009.23
WI_010404,-63828324056070.516
WI_010407,-63828324056040.445
WI_010408,-63828324056040.445
WI_010410,-63828324056019.89
WI_010413,-63828324056022.72
WI_010439,-63828324056025.125
WI_010453,-63828324056045.82
WI_010458,-63828324056044.05
WI_010460,-63828324055951.85
WI_010465,-63828324056047.234
WI_010468,-63828324056048.88
WI_010477,-63828324056028.38
WI_010485,-63828324056049.195
WI_010488,-63828324056058.0
WI_010494,-63828324056042.07
WI_010495,-63828324055936.58
WI_010503,-63828324055999.016
WI_010507,-63828324055967.46
WI_010516,-63828324056012.945
WI_010523,-63828324055858.81
WI_010524,-63828324056008.7
WI_010548,-63828324056046.41
WI_010550,-63828324056039.97
WI_010554,-63828324056005.4
WI_010583,-63828324056085.75
WI_010585,-63828324055929.5
WI_010586,-63828324056041.65
WI_010595,-63828324056052.93
WI_010598,-63828324055981.414
WI_010616,-63828324056047.35
WI_010617,-63828324055963.18
WI_010635,-63828324056048.234
WI_010655,-63828324056049.03
WI_010665,-63828324056069.414
WI_010668,-63828324056000.93
WI_010671,-63828324056047.89
WI_010675,-63828324056019.94
WI_010682,-63828324056041.266
WI_010686,-63828324056041.74
WI_010688,-63828324056045.42
WI_010690,-63828324056089.805
WI_010695,-63828324056010.695
WI_010696,-63828324056035.98
WI_010713,-63828324056071.25
WI_010714,-63828324056031.766
WI_010715,-63828324056001.47
WI_010735,-63828324056015.234
WI_010744,-63828324056025.39
WI_010753,-63828324056034.64
WI_010757,-63828324056048.414
WI_010763,-63828324055961.74
WI_010764,-63828324056043.336
WI_010775,-63828324056049.98
WI_010779,-63828324056030.21
WI_010787,-63828324056021.85
WI_010789,-63828324056052.8
WI_010802,-63828324056044.86
WI_010803,-63828324056096.63
WI_010808,-63828324056048.984
WI_010815,-63828324056050.08
WI_010817,-63828324055982.35
WI_010818,-63828324056027.516
WI_010828,-63828324056052.8
WI_010830,-63828324056045.23
WI_010834,-63828324056044.16
WI_010842,-63828324055879.555
WI_010844,-63828324056056.66
WI_010845,-63828324055975.414
WI_010847,-63828324055985.46
WI_010848,-63828324056056.984
WI_010849,-63828324056007.695
WI_010850,-63828324056050.66
WI_010855,-63828324056024.766
WI_010856,-63828324056023.22
WI_010867,-63828324056082.79
WI_010874,-63828324056013.34
WI_010881,-63828324056049.05
WI_010889,-63828324056055.03
WI_010899,-63828324055978.49
WI_010904,-63828324056044.5
WI_010908,-63828324055984.12
WI_010911,-63828324056008.98
WI_010913,-63828324056052.7
WI_010923,-63828324056047.695
WI_010927,-63828324056048.54
WI_010932,-63828324055931.03
WI_010933,-63828324055976.35
WI_010934,-63828324056034.01
WI_010936,-63828324056049.77
WI_010937,-63828324056046.33
WI_010939,-63828324056046.016
WI_010940,-63828324056028.33
WI_010943,-63828324056040.45
WI_010947,-63828324056033.375
WI_010948,-63828324055988.625
WI_010949,-63828324056035.33
WI_010952,-63828324055994.5
WI_010956,-63828324056037.02
WI_010957,-63828324056059.664
WI_010959,-63828324056031.22
WI_010964,-63828324056054.42
WI_010966,-63828324056043.305
WI_010967,-63828324056044.664
WI_010969,-63828324056015.83
WI_010972,-63828324056049.05
WI_010977,-63828324056022.055
WI_010979,-63828324056066.44
WI_010982,-63828324056040.52
WI_010983,-63828324055954.27
WI_010984,-63828324056046.95
WI_010998,-63828324056052.5
WI_011001,-63828324056049.195
WI_011005,-63828324056042.12
WI_011006,-63828324056042.51
WI_011013,-63828324056044.1
WI_011014,-63828324055959.266
WI_011015,-63828324055939.83
WI_011016,-63828324056030.83
WI_011017,-63828324056046.23
WI_011018,-63828324056048.54
WI_011019,-63828324056042.26
WI_011021,-63828324056047.695
WI_011022,-63828324056047.695
WI_011023,-63828324056009.3
WI_011024,-63828324056015.22
WI_011029,-63828324056049.195
WI_011030,-63828324056034.17
WI_011044,-63828324056053.52
WI_011050,-63828324056011.88
WI_011051,-63828324056037.43
WI_011053,-63828324056027.02
WI_011056,-62763926812457.25
WI_011057,-62763926812457.25
WI_011058,-62763926812457.25
WI_011059,-62763926812474.0
WI_011060,-62763926812457.25
WI_011061,-62763926812461.125
WI_011062,-62763926812474.0
WI_011063,-62763926812438.5
WI_011064,-62763926812461.125
WI_011065,-62763926812371.57
WI_011066,-62763926812389.445
WI_011067,-63828324056052.336
WI_011068,-63828324056002.64
WI_011070,-63828324056053.68
WI_011078,-63911695347701.945
WI_011079,-63828324056050.805
WI_011082,-63828324056044.83
WI_011084,-63828324056055.94
WI_011086,-63828324056040.28
WI_011087,-63828324056034.664
WI_011089,-63828324056008.34
WI_011090,-63828324056045.44
WI_011091,-63828324056046.45
WI_011093,-63828324056021.22
WI_011096,-63828324056042.86
WI_011097,-63828324056046.45
WI_011098,-63828324056047.305
WI_011106,-63828324056022.945
WI_011110,-63828324055995.52
WI_011112,-63828324056055.94
WI_011113,-63828324055960.96
WI_011116,-63828324056015.32
WI_011117,-63828324056050.83
WI_011118,-63828324056088.516
WI_011119,-63828324055998.125
WI_011121,-63828324055982.13
WI_011122,-63828324056011.88
WI_011124,-63828324056042.86
WI_011131,-63828324056045.44
WI_011132,-63828324055995.45
WI_011136,-63828324056083.98
WI_011139,-63828324055996.164
WI_011144,-63828324056020.08
WI_011147,-63828324056051.91
WI_011150,-63828324056052.7
WI_011152,-63828324055913.49
WI_011153,-63828324056023.24
WI_011155,-63828324056028.305
WI_011159,-63828324056063.125
WI_011167,-63828324056056.836
WI_011170,-63828324056050.375
WI_011173,-63828324055998.09
WI_011175,-63828324056080.58
WI_011179,-63828324056049.36
WI_011180,-63828324055995.74
WI_011181,-63828324056050.83
WI_011183,-63828324056042.45
WI_011184,-63828324056042.45
WI_011185,-63828324056052.74
WI_011186,-63828324056014.125
WI_011187,-63828324056054.625
WI_011194,-63828324056052.7
WI_011195,-63828324056049.375
WI_011202,-63828324056050.484
WI_011205,-63828324056025.414
WI_011207,-63828324055995.055
WI_011208,-63828324055992.49
WI_011209,-63828324055936.86
WI_011211,-63828324056046.22
WI_011213,-63828324056079.31
WI_011214,-63828324056040.9
WI_011216,-63828324056010.555
WI_011217,-63828324056045.28
WI_011218,-63828324056045.43
WI_011219,-63828324056046.62
WI_011226,-63828324056036.266
WI_011228,-63828324056045.42
WI_011229,-63828324056049.47
WI_011230,-63828324055922.625
WI_011231,-63828324055999.83
WI_011232,-63828324056058.53
WI_011234,-63828324056036.42
WI_011240,-63828324056037.32
WI_011241,-63828324056001.08
WI_011242,-63828324056060.71
WI_011243,-63828324056010.02
WI_011244,-63828324056034.53
WI_011245,-63828324056040.91
WI_011246,-63828324056033.484
WI_011247,-63828324056036.13
WI_011248,-63828324056043.71
WI_011253,-63828324055996.43
WI_011254,-63828324055985.68
WI_011257,-63828324056044.875
WI_011258,-63828324056052.7
WI_011259,-63828324056049.516
WI_011261,-63828324055993.47
WI_011262,-63828324056006.66
WI_011264,-63828324056023.24
WI_011266,-63828324056001.57
WI_011268,-63828324056050.08
WI_011271,-63828324056042.86
WI_011272,-63828324055976.33
WI_011273,-63828324056032.19
WI_011275,-63828324056025.125
WI_011276,-63828324056025.125
WI_011277,-63828324056025.125
WI_011278,-63828324056025.125
WI_011279,-63828324056032.19
WI_011280,-63828324056025.125
WI_011281,-63828324056051.91
WI_011282,-63828324056025.125
WI_011283,-63828324056025.125
WI_011286,-63828324056041.71
WI_011287,-63828324056034.77
WI_011290,-63828324056032.19
WI_011291,-63828324056025.125
WI_011292,-63828324056019.27
WI_011293,-63828324055976.28
WI_011294,-63828324055961.53
WI_011295,-63828324056037.32
WI_011298,-63828324056049.36
WI_011300,-63828324056036.31
WI_011302,-63828324056114.65
WI_011305,-63828324056016.22
WI_011306,-63828324055968.25
WI_011307,-63828324056056.73
WI_011308,-63828324056053.56
WI_011310,-63828324056027.97
WI_011311,-63828324056049.055
WI_011317,-63828324056048.625
WI_011318,-63828324056025.64
WI_011319,-62283456010204.086
WI_011320,-63828324056025.64
WI_011321,-63828324056050.484
WI_011322,-63828324056015.56
WI_011326,-63828324056019.5
WI_011328,-63828324056016.98
WI_011329,-63828324056055.28
WI_011330,-63828324056012.33
WI_011332,-63828324056049.36
WI_011333,-63828324056054.24
WI_011335,-63828324056031.11
WI_011337,-63828324056010.68
WI_011338,-63828324055933.36
WI_011340,-63828324056046.62
WI_011341,-63828324056045.44
WI_011345,-63828324056013.38
WI_011349,-63828324055990.914
WI_011350,-63828324056036.77
WI_011351,-63828324056051.97
WI_011352,-63828324055966.66
WI_011353,-63828324056025.125
WI_011356,-63828324056046.09
WI_011358,-63828324056051.91
WI_011360,-63828324056033.04
WI_011361,-63828324056025.95
WI_011362,-63828324056040.87
WI_011364,-63828324056038.06
WI_011365,-63828324056025.55
WI_011368,-63828324056059.484
WI_011375,-63828324056038.48
WI_011376,-63828324055974.39
WI_011377,-63828324056023.24
WI_011378,-63828324056005.664
WI_011379,-63828324056000.836
WI_011380,-63828324056097.27
WI_011381,-63828324056018.88
WI_011382,-63539122680349.4
WI_011385,-63828324056050.7
WI_011387,-63828324056060.97
WI_011388,-63828324056032.08
WI_011389,-63828324056052.7
WI_011391,-63828324056041.34
WI_011393,-63828324056044.21
WI_011394,-63828324056091.77
WI_011395,-63828324056052.7
WI_011396,-63828324056052.7
WI_011397,-63828324056052.7
WI_011398,-63828324056051.516
WI_011400,-63828324056049.92
WI_011402,-63828324056048.24
WI_011403,-63828324056048.24
WI_011404,-63828324056051.25
WI_011405,-63828324056052.0
WI_011406,-63828324056035.305
WI_011409,-63828324056012.79
WI_011411,-63828324056012.79
